sma,peak_accel,tilt_change,stillness,bbox_aspect_ratio,centroid_height,frame_motion,descent_speed,label,group
1.44655,1.0304314630289586,2.7274029997017237,0.9999761015366238,0.7272727272727273,0.396875,1.2505286458333331,0.0,0,Subject10Activity11Trial1
1.4226,1.0358267229609401,2.1870981038006967,0.9999248761622905,1.1,0.9479166666666666,1.104005859375,0.0,0,Subject10Activity11Trial1
1.4139,1.0446592745962675,3.6475051761809283,0.9997791671214679,1.2448979591836735,0.9489583333333333,0.9386451822916667,0.0,0,Subject10Activity11Trial1
1.417475,1.0446592745962675,2.7293825093209136,0.9999411971912016,1.392156862745098,0.946875,0.8782623697916667,0.0,0,Subject10Activity11Trial1
1.46755,1.1132448068596592,12.646538812180019,0.9999073493170404,1.25,0.9458333333333333,0.9679342447916666,0.0,0,Subject10Activity11Trial1
1.5793750000000002,1.1132448068596592,12.646538812180019,0.9998942334813209,0.7346938775510204,0.890625,0.937458984375,0.0,0,Subject10Activity11Trial1
1.6240999999999999,1.0574256475043529,2.2386893140390924,0.9999907624742914,0.7111111111111111,0.884375,0.8634856770833335,0.0,0,Subject10Activity11Trial1
1.6226749999999999,1.0499699995714165,1.636210261332792,0.9999715492057102,0.0,0.0,0.73847265625,0.0,0,Subject10Activity11Trial1
1.6238500000000002,1.0580789195518452,1.5673032601064882,0.9999368685425507,0.0,0.0,0.7410234375,0.0,0,Subject10Activity11Trial1
1.6210250000000002,1.0817855610055072,3.1542715958178604,0.9993498013526813,0.9148936170212766,0.946875,0.9144010416666667,0.0,0,Subject10Activity11Trial1
1.6161749999999997,1.0817855610055072,3.666508443188132,0.9999662065771004,1.2857142857142858,0.9489583333333333,0.9216158854166666,0.0,0,Subject10Activity11Trial1
1.6131249999999997,1.0629703664731205,2.7949311801047507,0.9999515639615693,1.4772727272727273,0.9541666666666667,0.887498046875,0.0,0,Subject10Activity11Trial1
1.6167499999999997,1.0629703664731205,4.415893837739041,0.9999805732142869,1.25,0.9458333333333333,0.9070670572916667,0.0,0,Subject10Activity11Trial1
1.614725,1.0504670389878972,3.1456676574799296,0.9999747607411623,1.2307692307692308,0.9458333333333333,0.8642623697916665,0.0,0,Subject10Activity11Trial1
1.60895,1.0453468323958321,1.3699811274262323,0.9999640078480577,0.0,0.0,0.7657923177083333,0.0,0,Subject10Activity11Trial1
1.607575,1.0554401925263222,2.3320143988893562,0.9998774402374093,0.6363636363636364,0.9416666666666667,0.7909947916666666,0.0,0,Subject10Activity11Trial1
1.6066250000000004,1.0554401925263222,3.6241138936026047,0.9999863234258863,0.5869565217391305,0.9416666666666667,0.8206438802083333,0.0,0,Subject10Activity11Trial1
