sma,peak_accel,tilt_change,stillness,bbox_aspect_ratio,centroid_height,frame_motion,label
2.3985436432375193,4.602085774526598,61.31877153746695,0.7738578792826963,1.8148587219138026,0.9075705624826396,16.996516861153314,1
2.130576187151319,2.8624088805123615,91.64233251497637,0.8342647199194804,1.8385729036221277,0.8890909814929459,27.384043155991037,1
1.1172444662718557,0.8781049692026125,10.41990501657227,0.35528423426700534,0.6798287700923062,0.4379687580613984,2.62223969280479,0
2.316915675809265,3.7615099990423415,71.25204925209917,0.7928683932874065,1.1503314161169573,0.8536301432208273,28.4378506040321,1
0.9302549855503125,1.4120425240053716,3.289124168145465,0.3163942885154213,0.5223967428373448,0.49645506822393337,4.118984278304013,0
2.450370759148163,3.9307990031155984,87.31979403265022,0.8542515443535551,1.5874246053475687,0.9093534588216268,14.002455862211216,1
0.8817793149617789,2.0392783567302946,12.365435990137376,0.22192618924365295,0.42478391319324793,0.38236340495106697,7.092104502095799,0
1.7547324805010103,3.8697138321542117,82.18347886894163,1.027653868954309,2.12786418083479,0.8559370067307359,22.401539086120934,1
1.984529648157136,4.430635365250038,88.095256365144,0.8352462497188714,1.6537515323802623,0.7946759201360922,28.123925199498974,1
1.9816947946914776,3.6115243429122885,72.67149283884415,0.886581700317982,1.4134492028186787,0.6534108504966463,22.43580908912835,1
1.158669447039985,1.3623974145182,14.155159288339872,0.38845011207010655,0.43037879484201,0.38271289175565637,3.4518282300359004,0
1.052743440871304,1.7372405163536968,3.009451701005746,0.48780585789082,0.39364402705652823,0.46974883119210004,1.4870465585073718,0
2.146045564144785,4.3157212108743375,77.81808548683551,0.8599584519790378,1.2401794522527896,0.6528755965093095,16.62675890908838,1
0.9075296414670866,2.081169348728855,7.965281256137205,0.4662081534581753,0.5001999356415088,0.3967662881304785,7.645008663046244,0
0.9866093654203598,1.7301951721383682,9.507769988460602,0.3829611576643889,0.39827756588983587,0.5469937230941231,4.660898568599112,0
1.0276482864117364,1.4631946087514618,19.802423003915134,0.44525384189795925,0.5392010937365757,0.2840160714233035,6.351213266328957,0
1.4258494224056597,1.3988024513794481,6.188382709861739,0.3855972339945324,0.36897032502345606,0.4492296911938037,7.8941173920622045,0
0.5992955415866972,1.619097391349652,10.743135476514155,0.502878091974551,0.5217273158228624,0.33009781468960736,4.072399117297131,0
2.7079315802988835,2.682889752086675,77.67540286126554,0.8034177715724575,1.6292779782555442,0.8780931578109189,23.88608268228063,1
2.240215736500897,4.351148518815314,77.28460681732321,0.9010063696864928,1.529145909330205,0.919598417838177,30.1129470233245,1
1.7984456780716382,3.8633406726511943,70.91826824011046,0.9511136566359135,1.4136964735577877,0.8072868237828491,23.120965571086778,1
1.906508169815084,3.8432413653752477,77.47006707484174,0.7022753768868144,2.029443134178225,0.9056609849041607,22.793989260711577,1
2.1205784849236435,4.638587311748309,74.36245735009352,1.1271026122214591,1.6202363698203586,0.759937108022999,19.108242827445487,1
2.055653991975423,4.024201843332815,71.83875128031512,0.8100142912460077,1.3280578151579856,0.6577371351250251,23.20151183832868,1
0.9694954935095282,1.8748995801131332,4.06464786812815,0.36079602041292685,0.5164320659381916,0.5569998484998947,3.611069516149294,0
